,0
52,"Lots of sediment. Fruity aroma with hints of banana. Complex flavor and aroma. Smooth and sweet. Tastes better than it smells. Long, delicious finish. Very good, but expensive."
53,"What a nice surprise! It was way above expectation. Dark ruby color. Seductive aroma of cedar, blackcurrant, smoke leather. Full bodied. SILKY tannin. Performed way beyond its price tag."
54,"Excellent Pessac. Cassis, forest fruits, eucalyptus, licorice, rosemary, pepper, earthy and tobacco. Medium + body, medium acidity and tannins. Rounded and tasteful. Lovely finish."
55,A very floral and fruity wine. Great for drinking now. Definitely in its drinking window. Full of blackberry and cassis flavours. You can smell the tobacco and cedar in this wine.
56,In the glass rove.. clear yellow On the nose flowers buttery tropical Peaches Onthe palate buttery fullbodied balanced acidity Long aftertaste Peaches Cellaring up to 8 years Wonderful wine !
57,"Given how difficult 2013 was, this wine is a superb feat. Great nose of spicy berries with vanilla oak notes. Not very concentrated but ripe and fresh palate with good persistence"
58,"Pretty nose of floral and nectar. Medium heavy body with silky smooth tannin. A very fruity palate full sweetness. As I usually have St. Emilion, this Graves is distinctively different in style."
59,Wonderful nose full of fruit and earth and oak. Extremely balanced mouth with rounded tannins and a nice balance of fruit and earth. One of the first Bordeaux of wines I have really loved
60,"Strong, peppery taste. Delicious, better structure and complex. Excellent wine. Had this in dec 2014. A few more years will harness the taste as the alcohol dilutes further."
61,oak leather blackberry tobacco cassis blackcurrant smoke plum vanilla cherry cedar earthy chocolate black fruit dark fruit blueberry black cherry red fruit minerals graphite
62,"Clear purple to deep red. Aroma of stone, some fig - but not a lot of fruit. Medium intensity, medium body, dry. Flavors of black currant, cherry, fig. Round tannins."
63,"Finally a Bordeaux wine with style, the fame worthy. Varied flavours of fruit, herbs, ink, cacao, tobacco. Complex wine in perfect balance, nice and tasty. Cleverly made. Great wine."
64,"Decanter well, wait 20-30 minutes to breathe and you can enjoy the spirit of the Pessag-Leognan as long as you want... for an affordable price. Suitable for fried chicken or steak."
65,"Wet leaves, tobacco, plum, prunes, med + acidity, delicious with cheweable tannins. @coppermansion #03dec2018 #briefnotes #bacchus #thegrandtourofbordeaux #2014 #horizontal #tasting"
66,"Pleasant Pessac, but not standing out. Intense nose of fresh cherry, plum and a whiff of chocolate. On the palate nice plums, bitter cherry, coffee, chocolate and an earth finish."
67,"Golden straw color. Odd nose with floral notes and wet stone. Smooth, yet acidic mouthfeel. Hints of lemon zest, brioche, and Bartlett pear. Finishes with a slight minerality."
68,"Clear dark ruby in color. Spicy aromas of Black pepper and dark berries. Bold, medium plus dry with a long lasting astringent finish. Going to be amazing in a couple of years (5+)."
69,A wonderful Pessac which is a part of Bordeaux I’m enjoying more and more. Cassis is the predominant flavour with slightly earthy and mineral taste too. Superb balance. 🐺 score 9/10.
70,"👁 Deep red tinge of brown 👃 blackberry lots of blackberry 👅 blackberry, a hint of oak, leather and dark fruit A lovely light wine which lingers nicely on the pallette"
71,"rich, intensive aromas of chocolate, blackberry and black cherry. Very dark color. Mouth on plum, silky, round. after taste very balanced with soft tannins. Very good length. Excellent bottle."
72,"91 pts really good! Plum, tobacco, smoke, currant, and plum. Classic Pessac. Earthy mushrooms and vanilla. Pencil shavings.. Still very vibrant. Medium bodied, with bite and muscles."
73,Bright glossy blood red transparent. Elegant delicate florals on the nose. Elegant silky mouth feel delicate mixed black fruit. Lovely vibrant acidity and freshness. 4.25 Stars
74,"Very nice red brought by friends tonight, which we decanted given short opening time. Dark on the color and relatively bold, it would match meat the best (as fai C reminds us). It started with some degrees of greenish to the palate, that's why I was thinking raspberries at first. But then it was obviously blackberries, surrounded by vanilla almost chocolate, and spicy leather. Medium length to a mid complex finish. Certainly value for money, given young age."
75,"Really nice balance to this Graves grand cru. Smooth, full bodied, ready to drink now but it’s acidity and light tannins will preserve it for another few years. The initial nose reveals the barrel aging with hints of vanilla and develop into dark fruit, plum and a little venison. Enjoy!"
76,"A young and elegant wine. Red color, not deep, glossy and beautiful. Very pleasant aroma, complex, floral, black fruit, a little oak, a little spicy. Medium+ body, refreshing acidity (M +), light tannins (M-), long finish. A charming, young, dynamic wine, its future ahead of it. I loved it. Cheers ! 🌿🥂"
77,"Fresh bouquet of earth, dark fruit and wood. Medium bodied. Smooth and easy palate. Notes of oak, leather and smoke with aromas of red fruit. Nice, integrated acidity. Well balanced elements. Soft finish with chewy tannins."
78,"Purple color, perfumed aromas: cigar box upfront followed by plum, blackberry, fig, strawberry, white pepper. Rounded full bodied wine, already well balanced with supple tannins, very moderate acidity and bold ripe black fruits."
79,"Very complex and tasteful wine. Dry. Delicate, but not very strong nose. But the taste! A lot of it! Rather long aftertaste. Oak, spicy, black berries. Priceworthy...? Maybe not, but highly recommended!"
80,"From de Malartic (1803) through Mme Ricard-Ridoret-Marly to Laurent Perrier (1990) to Bonnie family since 1997; Michel Rolland-Thanos Fakorellis consultants. Gravity filled tanks. 45M 45CB 8CF 2PV. Medium deep red color. Soft, elegant wine, rich and intense, with depth and complexity. Licorice, leather, black 🍒 liqueur, and graphite. Silky tannins. A thoroughly enjoyable, easily drinkable wine, with many good vintages. Bordeaux Left Bank Blind Tasting 2:6. Recognized Graves, with some help!"
81,Nose has stewed tomato and rhubarb with a light whiff of sweet vanilla. Palate is very silky smooth and with super ripe tomato and red currant. This has plenty of life in it still and will easily go on for another 10yrs. 93/94
82,"Not so elegant nose, a bit unfresh, not the blackcurrant and cedar wood type; improved with air. But in the mouth this one “exploded”. Very dense, very concentrated, lots of extract. Complexity, long and integrated tannins, great length."
83,"This aged journeyman has given us a lot of fun. Sweet, ripe fruit notes on the nose. In the mouth a little more modest, no comparison to the 90s, but still pleasant to drink. A very good pairing with our lamb salmon with fresh beans and tomatoes."
84,The soil: well-drained gravels and clay gravels on shelly limestone and clay subsoil. The grapes: M CS CF PV The color: Dark blend of red pink n purple shade. The taste: Strawberry raspberry powerful n long fruity spicy finish. Quite outstanding!
85,"4.25 stars. Very elegant, well balanced wine. Very vibrant, with good acidity. Seems to have a mineralogy to it as well as. normal Bordeaux descriptors. I think it could have used another 2-4 years, but was still quite delicious."
86,"Black pepper nose with subtle fruit aromas after that. Pepper and spice throughout. Medium plus to full body with big, grippy tannins. The finish is long and very dry. Packed with nice aromas and big flavors. Paired well with hard cheeses. I’d go 4.1 or 4.2 on this one. Very good! Tried at a big Bordeaux tasting I attended. Cheers! 🥂 🍷"
87,"Considering the 2013 vintage is the lowest rated of the last 15 years this is still impressively delicious. The aromas of blackberry, oak and forest floor are richly layered and the flavours don't disappoint. I would advise waiting another year at least and open/decant 3 hours in advance if you can't wait. Beautifully balanced acidity with teeth gripping tannins, this wine will get better and better for decades to come."
88,"Delightful and robust, a wonderful Bordeaux. Cracked this open on my birthday, and right out of the bottle the nose was floral with a hint of black currant, and it was beautifully balanced on my palate and the finish was excellent too. Will be decanting this for 2 hours before I provide more notes 🇫🇷 Cheers!"
89,"This equal blend of CS and merlot with some CF and PV (45/45/8/2) had a complex nose of blueberries, cassis, flowers, clay and oak. Medium+ bodied, dry, velvety, perfectly balance, it had primarily flavors of bell peppers with a long finish of black cherries and peppery notes. Succulent."
90,"Deep garnet color. Hard cheese rind, blackberry, black cherry, cast iron, cinnamon, cedar, and chalk. Medium high tannins. Medium high acidity. Medium full body. Black cherry, mushroom, black raspberry, black currant, and boysenberry. Silky, fun, and great structure. 4.3⭐️ 45% CS, 45% Merlot, 8% CF, 2% PV, 18mo in oak."
91,"FR 4,5 Ce graves blanc est unique, je ne connaissais pas la minéralité des terres de pessac-léognan c'est chose faite , top! ENG 4.5 This Bordeaux White is unique. It has a minerality which does not envy at all its challengers from Burgundy"
92,very good with strong complexity with primary secondary and tertieraly notes and well balanced structure of acidiy and tannins offsetting the high alcohol. lack of tertiary vibrancy and high alcohol detracts from outstanding. can continue to develop in bottle. med garnet. pronounced intensity black plum ripe black cherry ripe blackcurrant blueberry vanilla cedar liqouirce coffee tobacco coffee. dry m+ intensity m+ acidty m+ ripe fine grain tannins h alch f body long finish. ripe black fruit a little muted
93,"From the typical gravel soils of Leognan. A 13% blend of CS, CF & Me. Ruby red tending to garnet. Lots of black fruits come straight to the nose followed by a subtle and elegant complexity with hints of licorice, vanilla and graphite. Dry, high but well balanced acidity, round tannins and medium bodied make it very easy to drink. Pleasant fruity finish. I paired it with tapas"
94,"Big bold fruit. Too young. Blackberries, Bing Cherries, tobacco, earthiness and bold fruit. This wine will age well and it should. Shame on me for drinking this now. I should have shelved it. Good news! There’s more bottles. Bad news! It’s only 7pm."
95,"What a wonderful wine here, with plenty of energy and loads of fresh and ripe , sweet , earthy and spicy dark raspberries and sensations of woodsmoke, cigar wrapper,dried thyme,wet earth, used leather and cedar. Elegant, refined and polished with resolved tannin ,a notable long lasting length and a fabulous mentholated kick!!"
96,"Wine is clear, brightness is day bright, pale straw color, edge is water color, no gas, no sediment, viscosity is moderate +. Aroma is clean, lemon jest, white fresh peach, lychee, stone fruit, white flower, acacia, mineral, smooth oak aroma. Dry, medium + body, high acidity, medium alcohol, long finish, complexity is moderate +."
97,"Clear, medium, ruby. Clean, medium + aromas of black currant, dark chocolate, smoke, cedar, blackberry, hint of violet, meaty, pine, black currant leaf. Developing. On the palate, dry, high acid, medium + body, high alcohol, high tannin. Medium + intense flavors of green, herbaceous notes. Medium + finish. Quality of the wine is very good. Can drink now, but has potential for further ageing."
98,"It has been about two years since I last had this vintage from this great producer about two years ago and time has been nothing but kind to it. Garnet and opaque. Nose is a duel of cigar box, leather, cassis and dark flowers. Medium plus body with medium plus acidity. Palate is on the dry side, lots of leather, tobacco, mushroom with some black olive and black licorice at the edge. Not the greatest vintage but a great prodcuer always finds a way. Super now and will improve for 2-3 years. Splendid. 4.4"
99,"Slight brick red rim, but still fairly young in appearance. Nose is of mint, cassis, black currant leaf and graphite. Palate is indestructible... belting acid, juicy tannins and abundant fruit. Black currant, black berries... predominant, but also some tertiary notes. Length is incredible. Great example of classy pessac-leognan, which should age at least another 15 years!"
100,"Très bon Pessac. Robe rouge, fruits mûres, cassis et framboise, cerise. Vanille, épices, anis. Excellent Pessac. Red dress, fruits blackberry, black currant, cherry and raspberry. Vanilla, spices, licorice. Bu/drink at le Tonnelier Bulle Switzerland"
101,"Cleaning the Bordeaux corner of my Wine cabinet. The blend is Cabernet, Sauvignon, Cabernet Franc, Petit Verdot and Merlot. Deep red color. On the nose ripe red fruits as blackberry and dark plum. On the palate: Almost full-bodied, soft and round. It melts on your tongue. A marvelous integration of tastes from the dark fruit, tannins, oak and vanilla. I have not recorded the price. But you can buy the 2013 vintage for 450 N.kr. at the state retail monopoly. An exceptional wine. 4.3 ⭐️ Cheers my friends"
102,"Dinner with Nilton M1ll1umm, Daisy Coacci and my wife @Flemmings yesterday. Mouthwatering! Deep ruby color, red fruits and toast on mouth, velvety, full bodied, high acidity, mineral finish. 45% Merlot, 45 CS, 8 CF and 2 PV. 16-20 months in oak barrels. Thanks Nilton! Rate 4.4"
103,"Remarkable nose👃 big aromas. Bold, fruity but too young. Should have gotten more air than one hour. Probably more like 10-15years in the cellar... Notes of blackberry, plum, vanilla, tobacco, and wood. A really nice bottle from a great chateau, with a lot more potential. 4,4⭐"
104,"Smooth as a baby's bum! It took a while to get going but once opened it was a really so smooth but while also griping you. The jam aspects from the Merlot and the vegetal Cab Sav really went well together and its clear this is made by real professionals as 2014 is supposedly an ""off year""."
105,"Tobacco, oak, slight licorice and dark fruits on the nose. Perfectly integrated tannins, dark berries and a slight touch of vanilla on the palette"
106,"Just had this wine tonight at a steakhouse and really feel this Bordeaux is hitting its prime drinking window. From the moment the sommelier pulled the cork, the fruit, earth, tannins and acidity were in complete harmony. Gravel, lead pencil, cedar, black fruits and currants were evident on the nose. The pallet was fresh, silky, and possessed excellent length. No hints of burning alcohol on the finish. A really good wine at a reasonable Bordeaux price. I’ll be shopping for more of the Malartic."
107,"Cigar, mushroom and blackcurrant on the nose. Hints of leather and pencil shaving, along with some tobacco on the palate. Smooth tannins and long finish. This 2006 vintage is drinking very well now! Love this, especially considering the bargain it is."
108,"Complex and matured aroma of ripe cherry, plum, blueberry, cassis, eucalyptus, pencil, tobacco, leather and cigar box. The taste is delicous with good balance. Fruity and spicy tones with softly tannic structure. Nice matured wine, complex. After 3 days is in good condition. Vintage 2006 was classic and warm vintage. 93+/100."
109,"Deep garnet. Blend of 45% cab sauv, 45% Merlot, 8% cab franc and 2% Petit verdot. Medium intensity in the nose. Black cherry, black raspberry, black currant, chocolate, meat forest floor. Dry, medium.acidity, medium tannins, medium alcohol, full bodied, pronounced flavor. Smokey, spicy, black cherry, and meat. Medium finish. Outstanding quality of wine. 18 months in French oak."
110,"Stood up for four days. Thirty minute slow oxidation in light of a completely saturated cork that seeped wine when the twin blade corkscrew was inserted. Incredibly youthful in the glass - much to my surprise given the cork - showing an almost opaque medium purple with a pale ruby outer edge. The nose revealed soy sauce, tobacco leaf, and dried black currant that’s almost entirely without sugar or any sweetness. The palate mirrors the nose but with the addition of cracked vintage leather and cedar."
111,"We have been cellaring this thinking it was a lower caliber of wine; however, we just did a double-take (gasp) when we realized this is not a regular Tuesday-kinda-wine! Wowza! L bank Bordeaux, tasting fine at 11 years of age. 59% CS, 38% Merlot, 3% PV. Nose and palate both show dark fruit, cassis, chocolate, cherry, beautiful oak and great acidity. A pretty pleasing wine. PS: We need to work on our cellaring system; Nonetheless, a happy surprise. Happy Days, Vivino Folks 🍷 🍷"
112,What a great sensation to discover this Pesach-Léognan. This vintage was known by its hot summer. So one would-be expect low acidity. I was well surprises by the flavours and the taste of this old wine! Great sensation.
113,"Bordeaux 10 year review number 18/50 Rich, very blackberry nose. Cassis, blackberries, black cherries, milk chocolate, malt, tar and oak with great roasted aromas on the creamy palate. Very dense and round, medium to full bodied, fine-grained tannins and well integrated acidic structure. Herbal, very long lasting blackberry finish ending in a delicate bitter note. My rising star on Pessac sky! Absolutely recommendable since 2009. Same level as SHL or Haut Bailly for much less money (67 💰 en primeur) Great😍"
114,"Deep Bordeaux red with a subtle orange ring. Dry. Medium-bodied. Well integrated tannins. On the nose very light tobacco, black tea, bay leaf, licorice, coconut. The taste is full of berries, blackberry, blackcurrant, red currant, cherry. A very nice strong finish. Enjoyed it on its own."
115,"Complex, elegant, and bold. Earthy, graphite, and a bit of wet leaves, and dried herbs. Chocolate and French oak. Dark fruit, blackberries, black cherry, raspberries. The tannins structure is firm but smooth as it opens (decant it was harsh as hell the first 30-45, and rounds into shape 1+) I should have saved this one for a steak, but this is a really great wine with a long finish. Well balanced and nice acidity. 4.3"
116,"Dark crimson colour. Classic left bank nose with bing cherry, cedar, cassis, leather and pencil. Mellow earthy wonderful palate following the nose. P&P ready with plenty of life left. Very nice indeed."
117,"Dry leather, tea leaves and strawberry essence at first, developing into a darker stew of confit and damp forest. Keeps evolving, but maybe a touch over the hill. Actually 4 stars but the extra half goes to the fact that you can find this landmark 82 at a pretty cheap deal these days."
118,"Very good quality and price. Clear, inky ruby. Clean, highly aromatic with blackberry, plum, gravel, cocoa and leather. Dry, high acidity, high tannins, full body and long finish. Notes of violet. Well balanced, complex and outstanding quality. NYWE."
119,"Wood, dense dark fruit, black currant, almonds, flowers and sweetness almost jammy is soaring from the glass. Very good! Sweet ripe fruit, black currant, almonds. Towards middle very succulent and deep. Wonderfully complex with freshness and vibe. Long very good finish. Lovely balance. Very very good and charming wine. 96+"
120,"Deep and complex, while 2012 wasn't a great vintage in the Pessac-Lèognan, this is still an exceptional wine. Old world dirt, cassis and cedar on the nose. Opulent and plush in the pallet with layers of blueberry, tart cherry, crushed gravel and leather framed in silky tannins. This is a special wine."
121,"4.2-4.3 This vintage impressed me better than 09! Btw,I forgot taking pic of this wine😑 Deep ruby with purple hue. Blackcurrant,Blackberry,Rasberry,Graphite,Roastherbs,Licorice,Subtle of Tobacco,Subtle leather. Medium Bodied.Still youthful.Pure and chewy mouthfilled palate on attack.Layars of crispy tannin and pessacs mineral and smokiness.Finish with vibrancy! Gd complexity for its age.But start from next year would be better! Besides 2005,I feel quite similar pureness and potential to 2015."
122,"4.3 Excellent wine One of the only 6 classified Bordeaux wines for both their red and their white Dense and structured, Bold yet elegant wine Dark purple with thick legs On the nose Cassis, black berries, spice, earthy notes, vanilla and tobacco. Ripe fruits in the mouth With Some minor residual sweetness Silky smooth tannins Long lingering finish Young and drinking amazingly well, Will also age beautifully Definetly getting more ASAP and putting them to nap Cheers 🍷"
123,"Very deep purple. Elegant and intense nose with blackberry and licorice aromas. Medium-full body. Very good freshness. Lots of depth and concentration. Very fine, ripe tannins. This is velvety, stylish and finely balanced. Long and chocolatey finish."
124,"5/19: another great Malertic Lagraviere! Tasted the 2009 not so long ago. The 09 clearly needs more time, this 2010 even more. 09 more fruit, 10 more freshness, hints of pepper. Not sure which ine is better, 10 seems more steucturd and may become a greater wine in time. Drink young, 09 is easier."
125,"Very good (4.6) and going to be better. Blackberry, black currant, pepper mix, dried cherry, cigar / cedar and a lot more. Round, powerful, storytelling. Весьма хорошо и будет почти отлично через пару-тройку лет и долго потом."
126,"The wine is open and approachable. Medium ruby in color, medium+ intensity, aroma of strawberry, red berries, herbaceous, with pencil lead. Medium bodied with grippy tannin. The finish is medium. The wine can be aged for another 5 years."
127,"This wine is still a few years off showing it’s true flavours but it is definitely got blackberry undertones with a slight tobacco finish, I think the fruit will soften over time but not sure about that finish. I still have 3 bottles left so let’s see what s further year will do."
128,"RP95. Medium red with brown rim. Nose of red current, cherry, and black current. Initial attack is very sweet, followed by bitter dark chocolate, chalky grippy texture in the palate, layered with fruits, prune, crushed plum flavors in the finish. A very evolving and interesting wine to have."
129,"Graves are turning out nice wines in 2017, this one is no exception, deep burgundy color, nose smells of cassis, blackberry, plum, hibiscus, earth, clove, cacao, licorice, sandalwood and star anise, medium to full body with balanced acidity and refined tannin, tastes of blackberry, blackcurrant, rhubarb, tobacco, dark chocolate, licorice, cinnamon and mineral, elegant and smooth finish, short term cellaring will be extremely rewarding."
130,"A nice hot spring. Hot and humid August. 2011 is apparently a good vintage. 55% cab sav, 37% merlot, 5% cab franc and 3% petit Verdot. Beautiful aromas of black fruit, clove and plum. On the palate it is very fruit forward, lots of black fruit, lovely acidity and nice fine medium tannins. Long finish. If you like the 2010 vintage or like your cab sav flavours then you might not like this. Tasted it alongside a 2009 pichon baron and this is probably a poor man's 2009 pichon baron"
131,"3.8 The 2017 has a little more Cabernet sauvignon due to the frost that affected the 2017 season. So this medium full bodied Pessac-Léognan is made with 65% Cabernet Sauvignon, 30% Merlot, 3% Petit Verdot and 2% Cabernet Franc. In the glass, it had a deep almandine garnet red color and delivered aromas of blackberry, leather and tobacco. The palate had high tannins, medium high acidity with the berry flavors nicely lasting. I tasted it during the Union des Grands Crus de Bordeaux event held in Montréal."
132,"2015 vintage Malartic Lagraviere is awesome, rich, voluptuous n dramatic. Ripe black currant, blueberry, violet, tobacco n pencil. Full bodied layered n lovely texture. Supple finish n great length. Good after 20 to 15 years later. Tasted March. 98/100."
133,Beautiful dark and tick colour. Dark red. Nose a bit close but powerful and fresh. Balanced with a bit of tanin remaining in the mouth. Red fruits with a more matured finish. Could probably wait a couple of years in the cellar. Still young!! Amazing 2000 vintage!
134,"On the nose, a dusty cellar or library, alongside cracked leather, like on an ancient Chesterfield sofa. Fruit wise, black cherry first then dense black currant. Great intensity on the nose. More black currant and leather and cedar on the palette, virtually no tannin. Some sweet vanilla and cedar developing on the nose on the last glass. Great experience."
135,"A classic and solid white from Pessac-Leognan. Succulent yellow and stone fruits on the nose and palate, well-balanced with focused minerals, crisp acidity and a buoyant, layered texture from start to finish. Drinkable now but this is age worthy and will develop more complexity and tertiary characteristics over time."
136,"3.9 ProWein 2018, Düsseldorf, Germany, 18-20 March. Evening of Crus Classés de Graves. Medium strong aroma of curdy red/dark berries, cherry, young wood and spices. Dry, high acidity, tannins are active and enveloping, full body, taste is structured with good balanced already but still lots to come with years, smooth bitterness, long finishing. My closing wine of the evening🍷👍❗️⏹"
137,"Solid, with dense layers of fig sauce, plum cake and blackberry confiture, laced with graphite and warm tar details. The long finish ripples with spice hints and black fruit, leaving a mouthwatering feel despite the heft."
138,"The 2006 Malartic Lagraviere is delicious , rich, complex and generous. The nose if full of black fruits, cassis, plum, chocolate, cigar box and vanilla, the body is round smooth and full of flavor, tannins are still a bit firm yet with a short decant the wine is ready to sing. The finish is long, elegant and yummy . My score 91, drink to 2026"
139,"A richly modern-classed growth consulted by Michel Rolland 46 hectares are planted w/45% Merlot, 45% Cab Sauv + rest of Cab Franc & Petit Verdot on gravel & clay limestone soils Wines aged in 70% new oaks 13.5%AbV Double decanted 2 hrs ahead; Rhône tumbler used; deep red hue; deeply ripe cassis w/camphorated spices + mineral flint & fine oak Richly full w/plushy mouthfeel + liquorice mid palate & ripe-sweet tannins finish Very 50/50 B’dx blend style Youthfully dull for my taste but well-made"
140,"This already shows a great structure, plenty of spices and some smoke. Lovely grippy tannins, good concentration, an impression of hidden layers. Anticipate at least 5 years before ready to drink. 90+/100"
141,"Dinner time with friends in town, something new and probably best on the wine list. A nice wine with a warming bouquet of blackberry and cherry, some leather. On the palate a very interesting wine, black fruit again dominating , tabacco, earthy tones, coffee. Nice round tannins. A wine, with more time and air, probably would show even more of his power. Now looking forward to go home and open another one, which i never had ..."
142,"After the château's second wine 'La Réserve de Malartic' we proceeded to the 'grand vin', the 2011 Grand Cru Classé Malartic-Lagravière in red, a blend of 55% Cabernet Sauvignon, 37% Merlot, 5% Cabernet Franc and 3% Petit Verdot. It's virtually impossible not to like a wine of this caliber, yet there was a touch of overripeness here, with notes of sweet, ripe cassis, blueberry jam, menthol, mocha & campfire smoke. Fortunately it showed vibrant acidity as well, teamed up with grippy tannins to add structure."
