,0
36,"Dark inky Color. Nose of hotness, white pepper and cherries with underlying ripe cheese. Nice Sofy texture on this wine, notes of ripe cherries and plump fruit. Typical American cab flavor. Med finish."
37,A light Washington cab in the old world style. Eucalyptus and brown spice without being overbearing. Approachable to the Cabernet novice yet cab veterans will appreciate it's Bordeaux like qualities.
38,Smooth with some sweetness (for a Cab). Can hold its own paired with food but also delicious alone. Decant it to let it evolve - it gains depth. Great value!
39,Fruit forward cab with silky finish. Not a strong tannic presence. Good value and you can find this anywhere.
40,Very good Cabernet. One of my favorites.
41,full body with a smoky after taste
42,Great value every day cab.
43,Warm and Very soft with an oaky touch and good warm berries
44,Cabernet which has no finish at all..
45,Had this with some beef and stir fry. Enjoyed this very much and worked well with the dish. Smooth and great for the price!
46,Fruity and easy to enjoy
47,"Fruit forward, stomach warming. Blackberry!"
48,"Full bodied, aeromatic, berries, leather."
49,Love the finish. Becoming one of my favorites.
50,Decanting is a must but after that nice and smooth.
51,Plummy nose. Great body. Berry strawberry tones. It's a fun wine.
52,"Very good, I keep a couple on hand."
53,Great taste great value
54,Great flavor. Bold taste.
55,best inexpensive wine.
56,"Smooth and fruity, refreshingly dry."
57,Great everyday red for the budget minded wine drinker.
58,Reserve is good
59,Excellent for the price pt
60,Very smooth; delicious
61,"Very good, but a bit dry for us"
62,Good. Top five
63,Slightly sweet. Slightly spicy.
64,"Full, dry yet fruity. Delicious."
65,"Used it for our wedding, that wine does not disappoint"
66,Great value got it at total wine on sale $8
67,Bold full of flavor.
68,Perfect with steak. Not spicy. Both Greg and I enjoyed.
69,Fruity Great value
70,Fruity and light
71,Great wine. Rich flavor.
72,Bold. Ems parents.
73,"Well balanced and structured for a $15 wine, very good indeed."
74,Pretty good for inexpensive wine. Would buy again.
75,"Fruitty, shared a bottle Jim and Colleen at Grappa"
76,Great wine for the price! Good to have one or two bottles on stand-by.
77,"Very fruity and lots of sugar. Jolly rancher style. Flat out bad! Not recommended to the ""red wine drinker""."
78,"Spicy, light. Our favorite red at 14 Hands."
79,"Love this wine, good right out of the bottle"
80,A nice balance of fruit and spiciness.
81,"Nice aroma, light color... fruity and easy to drink. No acidic bite. Would buy again."
82,One of the better Sauvignon
83,"It was okay. Fairly fruit forward, decent body, fairly tannic. I would drink it again. Good for having people over or a host gift bottle."
84,Very good the 2012 Merlot not so much.
85,Too sweet. Don't buy again.
86,I haven't had a bad one yet. Yum.
87,Nice light bodied cab. Very fruit forward with little tannins. Drank with Kristen and Danny at home with a tomahawk steak!
88,"A little dry for my taste, but the flavor is nice and smooth, great after taste as well. Hits you quick with the boldness but fades quickly. Nice wine for a budget friendly dinner"
89,Really enjoyed this with our spaghetti dinner.
90,"Nice oaky cab. Fruity and full bodied. Cherry, oak, and light tannins."
91,Good value nice balance
92,"This is going to be one of my new favorites! Perfect balance of fruity, fresh & simply delicious!"
93,Soft and can be enjoyed with a variety of foods
94,"Fruity, dry, good value, smooth"
95,Profound taste for the price.
96,"Lovely aroma, smooth taste, just a hint of sweetness. Good price (for a restaurant)."
97,Very good inexpensive wine
98,Velvety and rich
99,Very smooth and tastes great for the price.
100,"Good cab for price. Can't say enough about the Horse Haven Hills AVA. Though I personally prefer less sweetness, and more tannin than what is offered here, this is a really good buy, and an enjoyable wine to drink."
101,Not bad at all! Not too heavy.
102,Wife said she didn't care for it much. I thought it was OK.
103,I really enjoyed this wine.. Had it at Milhouse Statesboro on the recommendation of a waitress and absolutely loved its taste. Not too strong buy had a smooth and rich taste in my opinion
104,Dry and very strong. With a pungent aromatic smell.
105,"A light wine, a kind of sweety , good flavor,"
106,Forward fruity taste with a mellow finish
107,A little too velvety for me and leathery
108,Susan's Go to wine.
109,"Just average, not expensive, widely available. There are usually 1 or 2 in the house."
110,"Good flavor, nice finish"
111,Great price great taste
112,By far one of the best wines I've ever tried.
113,"Smooth, mellow, goes with everything"
114,Smooth. Albert Solocheck
115,More cheese than steak wine
116,"First 5 star in awhile. Smooth, soft, dark fruits. Very enjoyable."
117,"Too fruity, a little tart, good price"
118,Smooth and just a great flavor
119,One of my favorites. Lots of flavor and smooth finish.
120,Good value
121,星4.2。ワシントン。カベソ。チョコレート、スモーキー、スパイシーな香り。甘い味。カカオ、チョコレートのニュアンス。ちょっと甘過ぎるが美味しい
122,"Toujours aussi bon, fruité et rond en bouche."
123,Muito bom! Era o primeiro vinho
124,Love it
125,"Cabernet-Sauvignon americano com notas de caramelo e tostado, muita ameixa, corpo médio, final curto com rabinos acentuados. Interessante, mas esperava muito mais..."
126,Hella good
127,Excellent and Good!! Rate=3.8. ☺️旨い。果実味が強く、花の香りと余韻が長く感じられる。自分好み。CPも良い。
128,"21 American Bistro, Fairfax"
129,Full flavored
130,Just okay
131,"Good taste,good price"
132,(null)
133,Yay!!!
134,Very nice cab!
135,My favorite!
136,Great value
137,Yummy
138,Excellent smooth
139,From Vince
140,Well rounded
141,Easy
142,Very nice
143,Saint Louis balcony sister trip 2015
144,"Meget god, både mænd, damer og min svoger syntes godt om den"
145,Good
146,Very fruity
147,Wow. Fantastic!
148,Aight
149,Ok
150,Oh tay
151,"Buen cuerpo, aromas a frutos rojos, chocolate y café. Riquisimo!!"
152,"Good value,"
153,ana
154,Oregon wine
155,Liked.
156,"Delicious, dry, woody"
157,N/A
158,Love it!
159,"Smooth, chocolatey"
160,Very good
161,Horrible
162,
163,
164,
